symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason,entry_level,oi_filtered
ETHUSDT,15m,FifteenMinStrategy,short,1718333100.0,3505.61,3523.67856,3155.049,1,1718343000.0,3525.97,-20.359999999999673,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718343900.0,3522.21,3510.8642,3874.4310000000005,1,1718370000.0,3509.96,-12.25,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1718374500.0,3476.81,3531.0715299999997,3129.1289999999995,1,1718431200.0,3550.53,-73.72000000000025,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1718432100.0,3540.07,3529.50684,3894.0770000000007,1,1718436600.0,3529.01,-11.059999999999945,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1718448300.0,3538.45,3552.8046,3184.6049999999996,1,1718455500.0,3565.02,-26.570000000000164,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718464500.0,3576.7,3569.53662,3934.37,1,1718466300.0,3565.8,-10.899999999999636,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1718473500.0,3571.51,3590.03292,3214.359,1,1718545500.0,3593.0,-21.48999999999978,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1718554500.0,3602.36,3618.1148,3242.124,1,1718575200.0,3645.51,-43.15000000000009,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1718576100.0,3637.12,3624.59628,4000.8320000000003,1,1718577000.0,3622.88,-14.239999999999782,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1718583300.0,3627.04,3642.20076,3264.336,1,1719247500.0,3260.15,366.8899999999999,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1719252900.0,3307.51,3324.1436,2976.759,1,1719262800.0,3324.19,-16.679999999999836,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1719263700.0,3337.38,3272.7913,3671.1180000000004,1,1720035900.0,3266.29,-71.09000000000015,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1720043100.0,3298.38,3241.247,3628.2180000000003,1,1720057500.0,3210.6,-87.7800000000002,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1720060200.0,3227.43,3145.535,3550.1730000000002,1,1720097100.0,3132.59,-94.83999999999969,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1720099800.0,3095.63,3156.8823199999997,2786.067,1,1720127700.0,3158.56,-62.929999999999836,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1720132200.0,3137.61,3170.2077600000002,2823.8489999999997,1,1720701000.0,3186.0,-48.38999999999987,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1720706400.0,3163.72,3148.3559999999998,3480.092,1,1720707300.0,3141.01,-22.70999999999958,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1720712700.0,3117.95,3163.98534,2806.1549999999997,1,1720863900.0,3166.0,-48.05000000000018,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1720876500.0,3152.8,3138.3262799999998,3468.0800000000004,1,1721082600.0,3482.84,330.03999999999996,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1721089800.0,3473.3,3482.3508,3125.97,1,1721178000.0,3491.8,-18.5,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1721178900.0,3494.4,3448.44354,3843.8400000000006,1,1721222100.0,3446.56,-47.840000000000146,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1721226600.0,3460.2,3479.77364,3114.1799999999994,1,1721307600.0,3481.07,-20.870000000000346,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1721310300.0,3467.39,3476.0883,3120.6509999999994,1,1721404800.0,3483.1,-15.710000000000036,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1721405700.0,3490.91,3434.60702,3840.001,1,1721584800.0,3434.4,-56.50999999999976,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1721590200.0,3481.41,3471.1238399999997,3829.551,1,1721629800.0,3467.8,-13.609999999999673,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1721630700.0,3477.07,3485.2165200000004,3129.363,1,1721635200.0,3487.34,-10.269999999999982,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1721638800.0,3481.83,3497.76532,3133.6469999999995,1,1721648700.0,3500.31,-18.480000000000018,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1721655900.0,3466.99,3448.81932,3813.689,1,1721659500.0,3448.77,-18.2199999999998,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1721677500.0,3498.14,3512.6245200000003,3148.3259999999996,1,1721723400.0,3513.97,-15.829999999999927,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1721732400.0,3504.8,3536.058,3154.3199999999997,1,1721910600.0,3143.89,360.9100000000003,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1721911500.0,3151.4,3157.7028,2836.2599999999998,1,1721914200.0,3161.81,-10.409999999999854,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1721925000.0,3160.64,3125.736,3476.704,1,1721933100.0,3115.65,-44.98999999999978,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1721934000.0,3118.62,3128.5446,2806.758,1,1721934900.0,3132.8,-14.180000000000291,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1721940300.0,3154.8,3081.35494,3470.2800000000007,1,1722609900.0,3038.41,-116.39000000000033,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1722611700.0,3005.58,3021.00996,2705.0219999999995,1,1722612600.0,3036.09,-30.51000000000022,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1722613500.0,3038.99,2979.15974,3342.889,1,1722632400.0,2974.28,-64.70999999999958,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1722633300.0,2982.4,3007.9939799999997,2684.16,1,1722687300.0,3012.89,-30.48999999999978,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1722688200.0,3008.93,3002.59278,3309.823,1,1722690900.0,3001.71,-7.2199999999998,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1722718800.0,2875.09,2923.42518,2587.5809999999997,1,1722775500.0,2923.57,-48.48000000000002,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1722776400.0,2912.61,2900.85,3203.8710000000005,1,1722780000.0,2891.4,-21.210000000000036,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1722782700.0,2864.4,2840.3928,3150.84,1,1722784500.0,2838.54,-25.860000000000127,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1722786300.0,2826.98,2808.222,3109.6780000000003,1,1722790800.0,2748.45,-78.5300000000002,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1722792600.0,2652.46,2619.48,2917.706,1,1722817800.0,2607.0,-45.460000000000036,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1722820500.0,2323.79,2389.65978,2091.4109999999996,1,1722868200.0,2421.81,-98.01999999999998,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1722873600.0,2478.85,2496.57652,2230.9649999999997,1,1722874500.0,2514.3,-35.45000000000027,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1722877200.0,2443.84,2523.036,2199.456,1,1722905100.0,2540.91,-97.06999999999971,TP/SL/BMS/CHOCH,A,False
